,id_news,title,label,anotador
24,21865257.0,Presidente de Aproleche manifiesta preocupación por lentitud en aplicación de salvaguardia de la leche,NEU,spacheco
25,21859105.0,Essal aclaró que no han recibido solicitud formal de reembolso de recursos por parte del municipio de Osorno,NEU,spacheco
26,21862559.0,Laicos de Osorno: Renuncia de Ezzati es un paso importante. Lo había hecho pésimo,POS,spacheco
27,21859279.0,Provincial Osorno cayó 2-0 de visita ante Rancagua Sur,NEU,spacheco
28,47135604.0,Diputados UDI piden información a  municipalidades y Metro de Santiago por denuncias de acoso en barrio universitario,NEU,agarnica
29,47136121.0,Panquehue implementa aplicación lectora de patentes vehiculares,POS,agarnica
30,47136140.0,Dos personas fallecidas dejó accidente de tránsito en las cercanías de Collipulli,NEG,agarnica
31,47136168.0,Nuevo ataque incendiario dejó un camión destruido en la ruta Lumaco- Traiguén,NEG,agarnica
32,47137055.0,PDi detuvo a 4 personas por tráfico en Laguna de Zapallar,POS,agarnica
33,47137152.0,Fintech Clever lanza ambicioso programa de referidos para triplicar su presencia nacional en 2022,POS,agarnica
34,47138493.0,"Murió Luis Cortes Villa, expresidente de la fundación del dictador Augusto Pinochet",POS,agarnica
35,47138503.0,Presidente Gabriel Boric encabeza primera reunión del Comité Interministerial de Respuesta Pandémica,POS,agarnica
36,47140850.0,Hospital reconoce el compromiso y dedicación de especialista que continuará trabajando tras cumplir con su Periodo Asistencial Obligatorio,POS,agarnica
37,47144093.0,En ajuste de cuentas disparan a ciudadano haitiano en la Copec de O’Higgins,NEG,agarnica
38,47144165.0,Desde mañana al fin empieza a rodar el balón en el fútbol amateur local,POS,agarnica
39,47144169.0,Unos mil contribuyentes serán asesorados por alumnos del Roberto Humeres,POS,agarnica
40,47149030.0,Estos son los principales riesgos de la Región de Coquimbo frente al Cambio Climático,NEG,agarnica
41,47153512.0,Delegada Sofía González fija lineamientos a nuevos seremis en primer Gabinete Regional,NEU,agarnica
42,47153516.0,Festival de documentales más importante de Canadá tendrá foco en el cine chileno,POS,agarnica
43,47153518.0,Alcaldesas y alcaldes se reúnen con ministra Izkia Siches para proponer lineamientos de seguridad,POS,agarnica
44,47153530.0,"Mes del Libro en Valparaíso trae cuentacuentos con María Izquierdo, poesía en lancha y puntos lectores",POS,agarnica
45,47153575.0,Rector UV por acogida de académicos de Ucrania: “Se trata de un esfuerzo humanitario para disminuir el dolor de muchas familias afectadas por la guerra”,POS,agarnica
46,47153604.0,Diputada Camila Rojas refuerza trabajo para período de su pre y posnatal con equipo distrital,NEU,agarnica
47,47153605.0,Presidenta de Comisión Pesca de la Cámara visita a trabajadores pesqueros en su sede sindical para dialogar sobre problemáticas y propuestas,POS,agarnica
48,47163377.0,Escuela formativa desarrolla el Atletismo en Illapel,POS,agarnica
49,47163380.0,Una mujer víctima de violencia intrafamiliar se podría demorar hasta 5 años en denunciar,NEG,agarnica
50,47163543.0,La Serena conmemora Día de la Visibilidad Trans,POS,agarnica
51,47163574.0,Condenan a 5 años y un día de presidio efectivo a autor de tráfico de drogas en Los Vilos,POS,agarnica
52,47174459.0,"En Llay Llay decomisan armas, municiones y droga",POS,agarnica
53,47174461.0,Suspenden clases de educación física en colegios de Quintero y Puchuncaví por falla en fundición Codelco Ventanas,NEG,agarnica
54,47174505.0,"Exministro de la Corte de Apelaciones de Valparaíso, Julio Miranda, falleció a los 78 años",NEG,agarnica
55,47174508.0,Locatarios viñamarinos visibilizan sus requerimientos en la previa de anuncios para la reactivación económica en La Moneda,POS,agarnica
56,47174872.0,Cambio de hora en Chile: hoy se ajusta al horario de invierno,NEU,agarnica
57,47246103.0,Funeral narco terminó con apuñalado y desmanes en SAPU de Reñaca,NEG,agarnica
58,47528497.0,Analizan creación de un comité de agua potable rural en la isla Chaullín,NEU,rbustamante
59,47527282.0,Bolsonaro elimina techo del gasto fiscal y provoca un desplome bursátil,NEG,rbustamante
60,22328828.0,"Castillo fuerza la renuncia de su primer ministro ""en favor de la gobernabilidad""",NEG,rbustamante
61,22520712.0,Rechazo a tallado en milenario alerce del Parque Nacional Pumalín Douglas Tompkins,NEG,rbustamante
62,47526342.0,Deportista logra podios en fechas del Nacional de Bicicross,POS,rbustamante
63,47527308.0,Oficialismo arremete contra Provoste y pide que retire el proyecto de indulto,NEG,rbustamante
64,47528801.0,Darán curso de formación laboral y computación gratis a jóvenes,NEU,rbustamante
65,22328050.0,Moreira pide urgencia para proyecto de ley que aumenta sanciones contra quienes participen en carreras clandestinas,NEU,rbustamante
66,22332336.0,Superintendencia rechaza programa de cumplimiento del municipio por Puntra,NEU,rbustamante
67,47527210.0,Autores africanos y caribeños dominan las apuestas al Nobel,NEG,rbustamante
68,47526705.0,"Sichel llama a no conmemorar el 18 de octubre: ""Es un día trágico""",NEG,rbustamante
69,21938743.0,"Sebastián Sichel: “Si se aprueba el cuarto retiro, lo voy a volver a retirar y poner en APV”",NEU,rbustamante
70,22396063.0,Saltos en el Chirre: una experiencia para valientes a 100 metros de altura,POS,rbustamante
71,22329519.0,UEFA mantendrá rechazo a que se realice el Mundial cada dos años,NEU,rbustamante
72,21382869.0,Semana de la Pyme,NEU,rbustamante
73,22333114.0,Contraloría hizo reparos al proyecto de plan regulador de Puerto Varas,NEU,rbustamante
74,22520885.0,Los Fueros del Presidente y de los Parlamentarios,NEU,rbustamante
75,21379859.0,Récord con 172 comunas: 45% de la población en Chile está bajo decretos de escasez hídrica,NEG,rbustamante
76,22396197.0,"Presidente de la FIFA: ""Chile puede albergar un Mundial y debe tener esa ambición""",POS,rbustamante
77,21379883.0,CORE del oficialismo califico como “El peor Seremi que tenemos en este Gobierno” al SEREMI de Transporte y Telecomunicaciones Los Lagos,NEG,rbustamante
78,21912253.0,Tribunal rechaza sobreseer a ex director de Directemar por vertimiento de salmones muertos en Chiloé en 2016,NEG,rbustamante
79,47529630.0,Mecánico fallece tras chocar su vehículo con otro automóvil,NEG,rbustamante
80,47526070.0,"Pandora Papers: Fiscalía abre causa contra Piñera y jefe de Estado dice que acusaciones son ""injustas"" y ""dolorosas""",NEG,rbustamante
81,21382547.0,Inauguraron plaza de las esculturas en Purranque,NEU,rbustamante
82,22596278.0,Rotura de una matriz inunda la cancha de La Bombonera,NEG,rbustamante
83,47527590.0,Hallazgo en el río Damas: encuentran cuerpo de joven que se extravió hace 6 días,NEU,rbustamante
84,22596284.0,Destacan el trabajo de los maestros rionegrinos,POS,rbustamante
85,22333616.0,Cáncer de mama: los avances en diagnóstico y cirugía que benefician a las pacientes,POS,rbustamante
86,21444062.0,Tasa de interés anota otro salto histórico: ¿Cómo afectará mi presupuesto?,NEU,rbustamante
87,47528902.0,Fiscalía pide prisión preventiva para exjefe de la PDI,NEU,rbustamante
88,21887909.0,Carabineros detiene a 5 personas por millonario  robo a camión de transporte,POS,fruiz
89,21887495.0,Taller con 22 autos y una moto completamente destruido por incendio en Puerto Montt,NEG,fruiz
90,21887534.0,Municipio de Puerto Montt despliega más de 60 “Ferias Callejeras Territoriales” en víspera de Navidad,NEU,fruiz
91,21909993.0,Prisión preventiva para hombre de 27 años de edad por llevar más de 15 kilos de drogas en un bus,POS,fruiz
92,21910353.0,Nuevos Cores electos se reunieron con gobernador regional de Los Lagos,NEU,fruiz
93,21910354.0,Seremi de Salud de Los Lagos llama a voluntarios desplegados en Castro a mantener medidas de autocuidado,NEU,fruiz
94,21910404.0,La PDI detiene a un hombre por microtráfico en la comuna de Fresia,POS,fruiz
95,21910468.0,Entrenador valoró resultados de atletas osorninas en Juegos de la Araucanía ante dificultades para entrenar,NEU,fruiz
96,21910768.0,Voraz incendio afecta a los tradicionales palafitos de Castro,NEG,fruiz
97,21910906.0,"Despiden en un solo día a medio centenar de funcionarios municipales de Quemchi, pese a promesa de alcalde socialista de respetar empleos",NEG,fruiz
98,21829714.0,PDI desarticula banda dedicada al tráfico en Osorno e incauta más de 800 dosis de droga,POS,fruiz
99,21829717.0,Comenzó la PDT con prueba de Comprensión Lectora: cerca de 1.600 osorninos asistieron hoy,NEU,fruiz
100,21829723.0,Concejo Municipal aprueba fondos para el transporte de pacientes dializados en Osorno,POS,fruiz
101,21829724.0,Operativo policial termina con una mujer detenida y con el decomiso de 3.490 dosis de cocaína en Osorno,POS,fruiz
102,21887954.0,Repartidor de cigarrillos sufre violento asalto en población Chile Barrios de Puerto Montt,NEG,fruiz
103,21887964.0,Senador Quinteros emplaza a MINSAL a cumplir compromisos con el centro oncológico de Fundación López Pérez,NEU,fruiz
104,21910617.0,Cinco heridos deja choque ocurrido esta madrugada en Castro,NEG,fruiz
105,21910766.0,Brisexme de la PDI detuvo en Ancud a sujeto acusado del delito de violación,POS,fruiz
106,21910885.0,"Tres bomberos quemados, veinte damnificados y seis palafitos destruidos deja incendio en Castro",NEG,fruiz
107,21936126.0,Camioneros ante propuesta de Boric: Nos quieren reemplazar por Ferrocarriles del Estado,NEU,fruiz
108,21936338.0,Diputados UDI mandaron carta a medio británico para cuestionar nominación de Loncon como mujer influyente,NEU,fruiz
109,21936343.0,Ya puedes conocer tu local de rendición de la Prueba de Transición para ingresar a la universidad: PDT se inicia este este lunes,NEU,fruiz
110,21935901.0,"Seremi de Salud multó a Boric con $ 3,7 millones por incumplir medidas sanitarias en lanzamiento de campaña",POS,fruiz
111,21935917.0,Vocerías dan por zanjado tema de actitudes machistas de Boric tras pronunciamiento de la afectada,NEU,fruiz
112,21472824.0,Choque entre tractor y camioneta dejó 3 heridos en Puerto Octay,NEG,fruiz
113,21475358.0,Completamente gratis: Estudiantes de Enfermería continuarán ofreciendo atenciones gratuitas en Osorno,POS,fruiz
114,21475035.0,4 consejos para escoger tus próximas zapatillas Adidas,NEU,fruiz
115,21475064.0,San Juan de la Costa: hombre amenazó a su madre de 62 años con un cuchillo,NEG,fruiz
116,21475110.0,Lanzan campaña de prevención de quemaduras,POS,fruiz
117,21427137.0,Autoridades entregan resultados regionales de los bonos Variable IVA y Pago de Cotizaciones,NEU,fruiz
118,218873590.0,Cámara de Comercio Puerto Montt responde a alcalde enfatizando es su rol técnico y no político,NEU,tbadilla
119,219097050.0,Dos casas destruidas y varios damnificados deja voraz incendio en Ancud,NEG,tbadilla
120,219097530.0,42 contagios de covid-19 se reportaron este martes en la región de Los Lagos,NEU,tbadilla
121,219097590.0,"Pesar por fallecimiento del Rector creador de UACh Sede Puerto Montt, Dr. Juan Jorge Ebert Kroneberg",NEU,tbadilla
122,219097750.0,Desconocidos dañaron bolos de forraje de agricultor en Río Bueno,NEG,tbadilla
123,219097810.0,Defienden decisión de no otorgar terrenos de ex Hospital de Puerto Montt para centro oncológico,NEU,tbadilla
124,219097820.0,97 nuevos contagios de coivd-19 se reportaron este domingo en la región de Los Lagos,NEU,tbadilla
125,219097850.0,Investigan homicidio de hombre en La Unión: Hay un detenido como presunto autor,NEG,tbadilla
126,219098100.0,Senador Quinteros defiende construcción de centro oncológico regional en Puerto Montt,NEU,tbadilla
127,219098230.0,146 contagios de covid-19 se reportaron este sábado en la región de Los Lagos,NEU,tbadilla
128,219098240.0,134 contagios y 1 fallecido dejó el covid-19 este viernes en la región de Los Lagos,NEG,tbadilla
129,219098500.0,44 traslados se han realizado en la región de Los Lagos por ocupación covid en las últimas semanas,NEG,tbadilla
130,219099170.0,164 contagios y 10 fallecidos por covid-19 se reportaron este jueves en la región de Los Lagos,NEG,tbadilla
131,218290550.0,Movilh Los Lagos pidió generar ordenanza municipal que sancione casos de transfobia en funcionarios de Osorno,NEG,tbadilla
132,218290770.0,Hombre muere tras dispararse accidentalmente en la cabeza en Osorno,NEG,tbadilla
133,218290250.0,Municipio reconoció a voluntarios de bomberos por 30 años de servicio a la comunidad,POS,tbadilla
134,218290520.0,Conaf llama a la precaución: Este 2021 van 14 focos de incendio forestal en Osorno,NEG,tbadilla
135,218291580.0,Este sábado 25 de diciembre no habrá retiro de basura domiciliaria en Osorno,NEU,tbadilla
136,218291590.0,Iniciarán sumario sanitario a Municipalidad de Osorno por Boulevard de Ramírez,NEU,tbadilla
137,218291600.0,"Feria Navideña Chacarillas, la alternativa para comprar regalos y apoyar el comercio vecinal",NEU,tbadilla
138,218291610.0,Cámara de Comercio de Osorno critica la instalación del Boulevard Navideño ante el alza de vendedores ambulantes,NEU,tbadilla
139,218290010.0,Posibles focos de incendios forestales colindantes a viviendas preocupan a vecinos de Francke,NEG,tbadilla
140,218290020.0,"En Osorno inauguran sendero autoguiado “Pilauco, una ventana al pasado”",NEU,tbadilla
141,218290030.0,Inician construcción de red de agua potable y alcantarillado en población Moyano,POS,tbadilla
142,218290040.0,Presentan recurso de protección en contra de inmobiliaria para proteger humedal de Osorno,POS,tbadilla
143,218869120.0,Municipio de Puerto Montt facilita escuelas como albergue y camiones aljibe por incendio forestal,POS,tbadilla
144,218869140.0,Carabineros detiene a cuatro sujetos por robo frustrado a empresa en Puerto Montt,POS,tbadilla
145,218869520.0,Fundación Puerto Montt Adelante realizó donación de juguetes a niños de Isla Tenglo,POS,tbadilla
146,218873620.0,Alcalde de Puerto Montt acusa que Cámara de Comercio es parte del problema del comercio ambulante,NEU,tbadilla
147,218873640.0,Puerto Montt: Intenso trabajo para controlar incendios forestales. Hay alerta amarilla,NEG,tbadilla
148,21920568.0,Covid-19: Reportan 315 casos y dos fallecidos en la región de Los Lagos,NEU,jmansilla
149,21920602.0,"Bibliotecas de Puerto Varas, Río Puelo, Fresia y Queilen reciben fondos para atención segura en pandemia",NEU,jmansilla
150,21920612.0,Deslindan responsabilidad a la Dirección de Obras Hidraúlicas por problemas en agua potable de Carelmapu,NEU,jmansilla
151,21920625.0,Región de Los Lagos registra mortalidad masiva de salmones por bloom de algas en dos centros de cultivo,NEG,jmansilla
152,21920653.0,Seremi de Bienes Nacionales desmintió dichos del alcalde de Palena en torno a licitación,NEU,jmansilla
153,21920685.0,Escuela Grupo Escolar de Puerto Varas desmiente muerte de alumno por síndrome PIMS,NEG,jmansilla
154,21920688.0,"Dos ataques se registraron en Freire: Maquinaria, bodegas quemadas y dos personas heridas",NEG,jmansilla
155,21920699.0,Comandante en Jefe del Ejército inspecciona obras del Cuerpo Militar del Trabajo en Futaleufú,NEU,jmansilla
156,21920700.0,El SAG monitorea sanidad del ganado en Cochamó en predios limítrofes con Argentina,NEU,jmansilla
157,21920743.0,Sorprenden extracción ilegal de recursos en reserva marina de Chiloé,NEG,jmansilla
158,21920749.0,Bienes Nacionales desiste licitar a privados histórico balneario de Palena,NEU,jmansilla
159,21920755.0,Sernapesca confirmó que la región de Los Lagos se encuentra libre de Marea Roja,NEU,jmansilla
160,21920965.0,La región de Los Lagos bordea las 700 muertes producto del Covid-19,NEG,jmansilla
161,21848706.0,Director del Servicio de Salud Osorno dio positivo a Covid-19,NEG,jmansilla
162,21848709.0,Nuva directiva del Colegio Médico Osorno anhela la construcción de un Hospital Universitario para Rahue,NEU,jmansilla
163,21848712.0,PDI indaga agresión a mujer de 35 años en Osorno,NEU,jmansilla
164,21848727.0,Siete establecimientos municipales de Osorno serán remozados durante el primer semestre,NEU,jmansilla
165,21848736.0,En Osorno y Puyehue se entregan dispositivos tecnológicos para las clases remotas,NEU,jmansilla
166,21848701.0,Vecinos denuncian nulos avances en el proceso de asfalto en camino a Tacamó,NEG,jmansilla
167,21848705.0,Ricardo Lunari es la primera opción para dirigir a Provincial Osorno este 2021,NEU,jmansilla
168,21848714.0,Carabineros detuvo a responsables de robo en jardín infantil de Osorno,NEU,jmansilla
169,21848725.0,Carabineros de Osorno frustró robo en tienda Easy y detuvo a cuatro sujetos,NEU,jmansilla
170,21890325.0,Un 50% de los permisos de circulación 2021 tramitados ante el Municipio de Puerto Montt se ha renovado online,NEU,jmansilla
171,21890328.0,Plaza Villa Esperanza de Puerto Montt es una de las 5 ganadoras del concurso “Refresca Tu Barrio”,POS,jmansilla
172,21890349.0,Declaran culpable a madre por parricidio de su hijo de 2 años ocurrido en Puerto Montt,NEU,jmansilla
173,21890351.0,Feria municipal Bosquemar permitirá atender a más de mil personas en Puerto Montt,POS,jmansilla
174,21920481.0,Investigan ataque incendiario en La Unión,NEU,jmansilla
175,21920550.0,262 nuevos casos de Covid y diez fallecimientos se registraron este lunes en la región,NEG,jmansilla
176,21920596.0,Gobernador provincial de Osorno aseguró que el foco de su gestión ha sido la pandemia a un año de asumir el cargo.,NEG,jmansilla
177,21920628.0,A horas de abrir sus locales gremio gastronómico asegura que autoridades no han estado a la altura,NEG,jmansilla
178,21920629.0,Seremi del Medio Ambiente desarrolla jornada de monitoreo en el Lago Llanquihue,NEU,jmansilla
179,47317396.0,Consejeros destacan la entrega de 11 vehículos para Carabineros de la provincia de Osorno.,POS,svergara
180,47317540.0,Gobierno Regional y Consejo Regional invitan a organizaciones sociales a postular al fondo FNDR 7%,POS,svergara
181,47325581.0,Ministro Carlos Montes entrega detalles de la postulación a Subsidio para Clase Media 2022,POS,svergara
182,47325585.0,DP Claudia Pailalef: “Puertas estan abiertas al diálogo y al trabajo con la comunidad”,POS,svergara
183,47330793.0,Estudiantes de Escuela Carlos Condell dejan mensajes motivacionales en puentes de Osorno,POS,svergara
184,47330864.0,Detienen a sujeto implicado en robo a colegio de Osorno,NEG,svergara
185,47331107.0,Corte rechaza recurso de protección en contra de inmobiliaria por humedal urbano en Osorno,NEU,svergara
186,47330935.0,Decomisan droga en Osorno que iba con destino a Puerto Montt: se detuvo a tres personas en dos controles,POS,svergara
187,47330954.0,PDI detiene a hombre de 80 años por homicidio frustrado en Osorno,NEG,svergara
188,47333314.0,ALCALDE CARRILLO INVITA A LA COMUNIDAD A ASISTIR ESTE DOMINGO 27 A DESFILE ANIVERSARIO DE OSORNO Y EL LUNES 28 A CUENTA PÚBLICA GESTIÓN 2021,POS,svergara
189,47333424.0,En el Día contra la Tuberculosis refuerzan la importancia de su pesquisa oportuna,POS,svergara
190,47333425.0,CONSEJO REGIONAL APROBÓ MILLONARIOS RECURSOS PARA COMITÉ DE AGUA POTABLE RURAL DE LAS LUMAS DE OSORNO.,POS,svergara
191,47317440.0,GRANDES NOTICIAS PARA NUESTROS VECINOS!!- REANUDACIÓN TRABAJOS RUTA CRUCERO/ENTRE LAGOS.,POS,svergara
192,47317471.0,Alcalde de Castro planteó problemáticas de la provincia de Chiloé a la delegada regional.,NEU,svergara
193,47317276.0,Incautan más de 5 toneladas de recursos del mar,NEG,svergara
194,47317593.0,Inauguran Centro Diurno Adulto Mayor y Centro de Cultura y Exposición Comunitaria en Puerto Octay.,POS,svergara
195,47317597.0,DIPUTADO HÉCTOR BARRÍA PIDE AL GOBIERNO AUMENTAR MONTO DE BECA JUNAEB DE $32 MIL QUE HACE 10 AÑOS NO SE INCREMENTA.,NEU,svergara
196,47317632.0,IIIª BRIGADA AÉREA CELEBRÓ 92° ANIVERSARIO DELA FACH CON CEREMONIA MILITAR EN PUERTOMONTT,POS,svergara
197,47331073.0,Delegada Pailalef se reunió con los cores de la provincia para escuchar inquietudes,POS,svergara
198,47331075.0,Poco más del 7% de población objetivo se ha vacunado contra la Influenza en Osorno,NEU,svergara
199,47330926.0,Municipio de Osorno compromete retomar la recolección de residuos en sectores rurales ante la suspensión del servicio,POS,svergara
200,47331469.0,Suben licitación que sellará nuevo contrato con empresa recolectora de basura: Incluirá a zonas rurales de Osorno,POS,svergara
201,47333334.0,INAUGURAN AÑO ESCOLAR 2022 EN PUYEHUE.,POS,svergara
202,47333339.0,CONSEJERO CASANOVA PROPONE ENTREGAR HOSPITAL DE CAMPAÑA QUE ACTUALMENTE ESTÁ SIN USO PARA EL USO DE LA ATENCIÓN PRIMARIA DE OSORNO.,POS,svergara
203,47333340.0,COMITÉS DE ALLEGADOS VALORA PARTICIPACIÓN DE DIPUTADA NUYADO EN COMISIÓNDE VIVIENDA,NEU,svergara
204,47333423.0,PATIO LIMPIO EN PUYEHUE: MUNICIPIO REALIZARÁ JORNADA DE RECOLECCIÓN DE DESECHOS Y ESCOMBROS ESTE VIERNES.,POS,svergara
205,47334214.0,MUNICIPIO DE PURRANQUE DISPONE NUEVO CENTRO Y HORARIOS PARA PAGO DEL PERMISO DECIRCULACIÓN,NEU,svergara
206,22598202.0,Día Mundial del Agua: El monitoreo diario al Lago Llanquihue,POS,svergara
207,22598203.0,Tras suma urgencia: Álvaro Elizalde confirma que Senado votará proyecto de indulto en abril,NEU,svergara
208,22395603.0,Afganistán: reportan que hay niños y niñas que han muerto por hambruna,NEG,anavarro
209,21832891.0,Este jueves se lanzará el Observatorio del Deporte liderado por Colodep Osorno,NEU,anavarro
210,22333060.0,Denuncian peleas y disparos en el barrio El Esfuerzo de Mirasol,NEG,anavarro
211,22332699.0,Puqueldón avanza a apertura en el fin del Estado de Excepción,NEG,anavarro
212,21473190.0,La salud: Un derecho fundamental y armónico,NEU,anavarro
213,21938830.0,Diputados interpelarán al ministro Rodrigo Delgado por crisis migratoria en el norte,NEU,anavarro
214,21888141.0,Pese a movilizaciones Hospital de Puerto Montt resguarda atención de pacientes,NEU,anavarro
215,22521089.0,Investigación busca mitigar efectos de las Floraciones Algales Nocivas,NEU,anavarro
216,22389608.0,"Castillo fuerza la renuncia de su primer ministro ""en favor de la gobernabilidad""",NEG,anavarro
217,21473403.0,Mujer protagonizó robo junto a sus 2 hijas en Purranque: la víctima era su ex pareja,NEG,anavarro
218,22332748.0,denuncia y ayuda,NEU,anavarro
219,22332944.0,Búsqueda de Claudia Agüero sigue centrada en Uruguay,NEU,anavarro
220,22329137.0,Con escasez de choferes el transporte público vivió fin de toque de queda,NEG,anavarro
221,21389070.0,¡No hay salud!,NEG,anavarro
222,22332349.0,Chile apostará por inédita fórmula ofensiva con cuatro hombres,NEU,anavarro
223,21381785.0,DIPUTADO FIDEL ESPINOZA VISITA A DIRECTOR DE DHARMA COLLEGE,NEU,anavarro
224,22329144.0,Cuenta Pública: Defensoría destaca fallo a favor de personas en situación de calle,NEG,anavarro
225,21912754.0,Duras críticas al Semana realizó la Unión Comunal de Adultos Mayores de Puerto Montt,NEG,anavarro
226,21381544.0,Diputado Jürgensen pide investigar uso fraudulento de claves únicas,NEU,anavarro
227,21469979.0,Cuenta RUT: ¿Cuál es el monto máximo que puedo gastar en el Cyber Monday 2021?,NEU,anavarro
228,21426190.0,Se constituyó nuevo Comité para la Gestión del Riesgo de Desastres (COGRID),NEU,anavarro
229,22390131.0,"Pensión de alimentos: Congreso despacha ley que les ""hará la vida imposible"" a los deudores",NEU,anavarro
230,22329158.0,Johnson: desabastecimiento puede llegar hasta la Navidad,NEU,anavarro
231,22332890.0,Condenan a Sarkozy a un año de cárcel por financiamiento ilegal de campaña,NEG,anavarro
232,21384791.0,Bomberos advierte que Castro esta desprotegida ante incendios en altura,NEG,anavarro
233,22329147.0,Experto advierte sobre un verano seco y llama a guardar forraje,NEU,anavarro
234,22328265.0,3. insidious (amazon prime video),NEU,anavarro
235,22515362.0,Crisis Hídrica: relevancia del problema en consejo asesor de INDAP,NEU,anavarro
236,22328243.0,Providencia anuncia la creación de una defensoría de derechos de los adultos mayores,NEU,anavarro
237,22327787.0,Ronda preventiva suma más de 300 fiscalizaciones en Chiloé,NEU,anavarro
238,21855878.0,Concejo municipal aprobó $20 millones de pesos para desarrollo de programa Turismo Familiar 2020,POS,Andrade
239,21855983.0,El Intendente de Los Lagos aseguró que en los próximos tres años se entregarán tres mil soluciones habitacionales,POS,Andrade
240,21856214.0,"Familiares, comunidad y amigos en Osorno despiden Alejandro Kauak, ex alcalde en la ciudad",NEU,Andrade
241,21856543.0,Comités de vivienda irrumpieron en la Municipalidad exigiendo respuestas ante demora de procesos habitacionales,NEG,Andrade
242,21856547.0,"Escuela de verano, una alternativa para los niños en Osorno",POS,Andrade
243,21855808.0,PSU en Osorno se desarrolló en total normalidad a pesar del llamado de manifestaciones,POS,Andrade
244,21855817.0,PSU 2020: Más de 3500 jóvenes darán la prueba este año en Osorno,NEU,Andrade
245,21855819.0,Joven intentó sustraer facsímil de la PSU en medio de la prueba en Osorno,NEG,Andrade
246,21855822.0,Mesa Social de Osorno hizo un llamado a votar en la Consulta Ciudadana a realizarse este domingo,NEU,Andrade
247,21855832.0,CORE Osorno se refirió a informe de Contraloría sobre irregularidades en proyectos sociales,NEU,Andrade
248,21855892.0,"Tomas de terrenos en Osorno han ido disminuyendo con el paso de las semanas, actualmente son 19",POS,Andrade
249,21855990.0,13 recintos municipales estarán habilitados este domingo para votación de Consulta Ciudadana en Osorno,NEU,Andrade
250,21856001.0,SISS reveló causas de contaminación en el Río Rahue por parte de Essal,NEG,Andrade
251,21856431.0,Joven motorista muere esta madrugada tras accidente en Osorno,NEG,Andrade
252,21856531.0,Balance bomberos Osorno: Cerca de mil 500 emergencias se atendieron durante el 2019,NEG,Andrade
253,21892452.0,A 18 años de cárcel sentencian a hombre que violó a sus hijas en Puerto Montt,NEG,Andrade
254,21893697.0,Puerto Montt: Medidas cautelares para ocho imputados por boicot a la PSU,NEG,Andrade
255,21893704.0,Carabineros detuvo a sospechoso de femicidio y parricidio frustrados en Puerto Montt,NEG,Andrade
256,21893728.0,Una persona lesionada deja incendio en local de ventas de estufas a pellet en Puerto Montt,NEG,Andrade
